Name,Year,URL
Foxcatcher,2014,https://letterboxd.com/film/foxcatcher/
Certain Women,2016,https://letterboxd.com/film/certain-women/
Eureka,2000,https://letterboxd.com/film/eureka-2000/
"Je, Tu, Il, Elle",1974,https://letterboxd.com/film/je-tu-il-elle/
The Spirit of the Beehive,1973,https://letterboxd.com/film/the-spirit-of-the-beehive/
Treeless Mountain,2008,https://letterboxd.com/film/treeless-mountain/
The Half of It,2020,https://letterboxd.com/film/the-half-of-it/
Red Desert,1964,https://letterboxd.com/film/red-desert/
Il Mare,2000,https://letterboxd.com/film/il-mare/
The Visitor,2007,https://letterboxd.com/film/the-visitor/
The Piano,1993,https://letterboxd.com/film/the-piano/
Rust and Bone,2012,https://letterboxd.com/film/rust-and-bone/
Comrades: Almost a Love Story,1996,https://letterboxd.com/film/comrades-almost-a-love-story/
Mustang,2015,https://letterboxd.com/film/mustang-2015/
Mistress America,2015,https://letterboxd.com/film/mistress-america/
Marty,1955,https://letterboxd.com/film/marty/
Carrie,1976,https://letterboxd.com/film/carrie-1976/
"Goodbye, Dragon Inn",2003,https://letterboxd.com/film/goodbye-dragon-inn/
Walkabout,1971,https://letterboxd.com/film/walkabout/
The Man Who Sleeps,1974,https://letterboxd.com/film/the-man-who-sleeps/
La Notte,1961,https://letterboxd.com/film/la-notte/
Ikiru,1952,https://letterboxd.com/film/ikiru/
Stranger Than Paradise,1984,https://letterboxd.com/film/stranger-than-paradise/
Tokyo Twilight,1957,https://letterboxd.com/film/tokyo-twilight/
The Last Time I Saw Richard,2013,https://letterboxd.com/film/the-last-time-i-saw-richard/
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,https://letterboxd.com/film/as-i-was-moving-ahead-occasionally-i-saw-brief-glimpses-of-beauty/
Naked,1993,https://letterboxd.com/film/naked/
Amour,2012,https://letterboxd.com/film/amour/
October Sky,1999,https://letterboxd.com/film/october-sky/
The Match Factory Girl,1990,https://letterboxd.com/film/the-match-factory-girl/
The Pianist,2002,https://letterboxd.com/film/the-pianist/
2046,2004,https://letterboxd.com/film/2046/
Leaving Las Vegas,1995,https://letterboxd.com/film/leaving-las-vegas/
Mystery Train,1989,https://letterboxd.com/film/mystery-train/
Paterson,2016,https://letterboxd.com/film/paterson/
Pulse,2001,https://letterboxd.com/film/pulse-2001/
Pan's Labyrinth,2006,https://letterboxd.com/film/pans-labyrinth/
Annihilation,2018,https://letterboxd.com/film/annihilation/
Loveless,2017,https://letterboxd.com/film/loveless-2017/
Filth,2013,https://letterboxd.com/film/filth/
The Man Who Fell to Earth,1976,https://letterboxd.com/film/the-man-who-fell-to-earth/
Whiplash,2014,https://letterboxd.com/film/whiplash-2014/
Thelma,2017,https://letterboxd.com/film/thelma-2017/
A Ghost Story,2017,https://letterboxd.com/film/a-ghost-story-2017/
Blind,2014,https://letterboxd.com/film/blind-2014/
Wendy and Lucy,2008,https://letterboxd.com/film/wendy-and-lucy/
The Machinist,2004,https://letterboxd.com/film/the-machinist/
