Name,Year,URL
The Human Condition III: A Soldier's Prayer,1961,https://letterboxd.com/film/the-human-condition-iii-a-soldiers-prayer/
The Elephant Man,1980,https://letterboxd.com/film/the-elephant-man/
Wendy and Lucy,2008,https://letterboxd.com/film/wendy-and-lucy/
Never Rarely Sometimes Always,2020,https://letterboxd.com/film/never-rarely-sometimes-always/
Shoplifters,2018,https://letterboxd.com/film/shoplifters/
Citizen Kane,1941,https://letterboxd.com/film/citizen-kane/
Vivre Sa Vie,1962,https://letterboxd.com/film/vivre-sa-vie/
Faces Places,2017,https://letterboxd.com/film/faces-places/
Love & Mercy,2014,https://letterboxd.com/film/love-mercy/
Boyhood,2014,https://letterboxd.com/film/boyhood/
Cinema Paradiso,1988,https://letterboxd.com/film/cinema-paradiso/
Ratatouille,2007,https://letterboxd.com/film/ratatouille/
The Goonies,1985,https://letterboxd.com/film/the-goonies/
Singin' in the Rain,1952,https://letterboxd.com/film/singin-in-the-rain/
Ponyo,2008,https://letterboxd.com/film/ponyo/
Good Will Hunting,1997,https://letterboxd.com/film/good-will-hunting/
What's Eating Gilbert Grape,1993,https://letterboxd.com/film/whats-eating-gilbert-grape/
A Secret Love,2020,https://letterboxd.com/film/a-secret-love/
Baraka,1992,https://letterboxd.com/film/baraka/
Nausicaä of the Valley of the Wind,1984,https://letterboxd.com/film/nausicaa-of-the-valley-of-the-wind/
The New World,2005,https://letterboxd.com/film/the-new-world/
The Tree of Life,2011,https://letterboxd.com/film/the-tree-of-life-2011/
Café Lumière,2003,https://letterboxd.com/film/cafe-lumiere/
The Best Years of Our Lives,1946,https://letterboxd.com/film/the-best-years-of-our-lives/
The Warrior,2001,https://letterboxd.com/film/the-warrior-2001/
Pride,2014,https://letterboxd.com/film/pride-2014/
Joyeux Noel,2005,https://letterboxd.com/film/joyeux-noel/
Magnolia,1999,https://letterboxd.com/film/magnolia/
The Royal Tenenbaums,2001,https://letterboxd.com/film/the-royal-tenenbaums/
Jump Shot,2019,https://letterboxd.com/film/jump-shot/
The Secret of Kells,2009,https://letterboxd.com/film/the-secret-of-kells/
My Man Godfrey,1936,https://letterboxd.com/film/my-man-godfrey/
Sullivan's Travels,1941,https://letterboxd.com/film/sullivans-travels/
I Know Where I'm Going!,1945,https://letterboxd.com/film/i-know-where-im-going/
The Red Balloon,1956,https://letterboxd.com/film/the-red-balloon/
The Young Girls of Rochefort,1967,https://letterboxd.com/film/the-young-girls-of-rochefort/
Harold and Maude,1971,https://letterboxd.com/film/harold-and-maude/
Breaking Away,1979,https://letterboxd.com/film/breaking-away/
A Christmas Story,1983,https://letterboxd.com/film/a-christmas-story-1983/
Tampopo,1985,https://letterboxd.com/film/tampopo/
Wings of Desire,1987,https://letterboxd.com/film/wings-of-desire/
Wonder Boys,2000,https://letterboxd.com/film/wonder-boys/
Once,2007,https://letterboxd.com/film/once/
Stray Dogs,2013,https://letterboxd.com/film/stray-dogs-2013/
Only Yesterday,1991,https://letterboxd.com/film/only-yesterday/
Desert Hearts,1985,https://letterboxd.com/film/desert-hearts/
Pretty in Pink,1986,https://letterboxd.com/film/pretty-in-pink/
Juno,2007,https://letterboxd.com/film/juno/
One Cut of the Dead,2017,https://letterboxd.com/film/one-cut-of-the-dead/
Dolemite Is My Name,2019,https://letterboxd.com/film/dolemite-is-my-name/
